chromosome,gene_name,gene_type,position_start,position_end,gene_source,strand
chr2,CDRT15P4,transcribed_unprocessed_pseudogene,132515604,132524794,HAVANA,+
chr2,KNOWN,pseudogene,132534140,132534601,HAVANA,+
chr2,CDRT15P3,transcribed_unprocessed_pseudogene,132552534,132559234,HAVANA,-
chr2,RP11-788A1.1,unprocessed_pseudogene,132579560,132580493,HAVANA,-
chr2,AC103564.7,lncRNA,132587374,132589604,HAVANA,-
chr2,AC103564.6,unprocessed_pseudogene,132591356,132594105,HAVANA,-
chr2,KNOWN,misc_RNA,132632204,132632480,ENSEMBL,+
chr2,AJ239322.3,lncRNA,132715850,132723108,HAVANA,+
chr2,AJ239322.1,lncRNA,132722304,132737446,HAVANA,-
chr2,LINC01945,lncRNA,132741510,132751734,HAVANA,-
chr2,RP11-215P9.1,lncRNA,132767768,132774573,HAVANA,+
chr2,AC093787.1,processed_pseudogene,132795360,132795566,HAVANA,-
chr2,RP11-629P16.1,processed_pseudogene,132837863,132838328,HAVANA,-
chr2,AC098826.4,unprocessed_pseudogene,132844862,132860137,HAVANA,+
chr2,AC098826.5,unprocessed_pseudogene,132890429,132897002,HAVANA,-
chr2,ANKRD30BL,protein_coding,132905164,133015542,HAVANA,-
chr2,KNOWN,snRNA,132909816,132909922,ENSEMBL,-
chr2,RNA5-8SP5,rRNA_pseudogene,133010727,133010878,ENSEMBL,-
chr2,KNOWN,miRNA,133014539,133014653,ENSEMBL,-
chr2,CDC27P1,processed_pseudogene,133019901,133020615,HAVANA,+
chr2,AC097532.2,lncRNA,133043368,133051950,HAVANA,-
chr2,ZNF806,transcribed_unprocessed_pseudogene,133062379,133084428,HAVANA,+
chr2,RP11-725P16.2,lncRNA,133103189,133104870,HAVANA,-
chr2,RP11-725P16.3,lncRNA,133105046,133122703,HAVANA,+
chr2,FAM201B,processed_pseudogene,133110295,133110891,HAVANA,+
chr2,KNOWN,snRNA,133164325,133164431,ENSEMBL,-
chr2,GPR39,protein_coding,133174378,133404155,HAVANA,+
chr2,YBX1P7,processed_pseudogene,133246127,133246661,HAVANA,-
chr2,KNOWN,misc_RNA,133281190,133281509,ENSEMBL,+
chr2,NOVEL,miRNA,133281558,133281665,ENSEMBL,+
chr2,LYPD1,protein_coding,133400859,133429152,HAVANA,-
chr2,AC010974.3,lncRNA,133418099,133424563,HAVANA,+
chr2,NCKAP5,protein_coding,133429361,134326034,HAVANA,-
chr2,RP11-458A7.1,lncRNA,133442797,133574469,HAVANA,+
chr2,AC016909.2,processed_pseudogene,133668669,133668834,HAVANA,-
chr2,NCKAP5-AS1,lncRNA,133673130,133689067,HAVANA,+
chr2,NOVEL,protein_coding,133874577,133876625,ENSEMBL,+
chr2,RP11-575M22.1,TEC,133874577,133876625,HAVANA,+
chr2,NCKAP5-AS2,lncRNA,134022540,134043017,HAVANA,+
chr2,KNOWN,snRNA,134091401,134091502,ENSEMBL,+
chr2,KNOWN,misc_RNA,134148681,134148970,ENSEMBL,-
chr2,NCKAP5-IT1,lncRNA,134189237,134191468,HAVANA,-
chr2,AC011243.1,lncRNA,134311886,134315798,HAVANA,+
chr2,KNOWN,misc_RNA,134353662,134353970,ENSEMBL,+
chr2,RP11-260E12.1,lncRNA,134786179,134790168,HAVANA,+
chr2,MGAT5,protein_coding,134877554,135212192,HAVANA,+
chr2,KNOWN,miRNA,134884696,134884763,ENSEMBL,+
chr2,RNA5SP104,rRNA_pseudogene,134988766,134988883,ENSEMBL,+
chr2,EDDM3CP,processed_pseudogene,135077225,135077649,HAVANA,-
chr2,TMEM163,protein_coding,135213330,135476570,HAVANA,-
chr2,NOVEL,pseudogene,135213767,135214178,ENSEMBL,-
chr2,RP11-683I7.1,lncRNA,135475758,135483044,HAVANA,+
chr2,CCNT2-AS1,lncRNA,135493034,135676280,HAVANA,-
chr2,VDAC2P4,processed_pseudogene,135554739,135555449,HAVANA,+
chr2,AC110620.1,processed_pseudogene,135573932,135574159,HAVANA,+
chr2,ACMSD,protein_coding,135596186,135659604,HAVANA,+
chr2,KNOWN,miRNA,135615390,135615443,ENSEMBL,+
chr2,CCNT2,protein_coding,135675805,135716912,HAVANA,+
chr2,MAP3K19,protein_coding,135722055,135805038,HAVANA,-
chr2,RAB3GAP1,protein_coding,135809862,135933964,HAVANA,+
chr2,NOVEL,snoRNA,135823202,135823304,ENSEMBL,-
chr2,NOVEL,snoRNA,135894198,135894325,ENSEMBL,+
chr2,ZRANB3,protein_coding,135894486,136288788,HAVANA,-
chr2,G3BP1P1,processed_pseudogene,136268116,136269513,HAVANA,-
chr2,R3HDM1,protein_coding,136289025,136482840,HAVANA,+
chr2,KNOWN,snRNA,136414047,136414149,ENSEMBL,-
chr2,KNOWN,miRNA,136422967,136423048,ENSEMBL,+
chr2,UBXN4,protein_coding,136499304,136542626,HAVANA,+
chr2,LCT,protein_coding,136545420,136594754,HAVANA,-
chr2,NOVEL,misc_RNA,136567739,136567849,ENSEMBL,-
chr2,LCT-AS1,lncRNA,136577761,136580657,HAVANA,+
chr2,MCM6,protein_coding,136597196,136634013,HAVANA,-
chr2,MANEALP1,processed_pseudogene,136655525,136656548,HAVANA,-
chr2,DARS1,protein_coding,136663451,136743670,HAVANA,-
chr2,DARS1-AS1,lncRNA,136742746,136780163,HAVANA,+
chr2,AC068492.1,lncRNA,136835462,136836083,HAVANA,+
chr2,CXCR4,protein_coding,136871919,136875719,HAVANA,-
chr2,HNRNPKP2,processed_pseudogene,136956684,136958073,HAVANA,-
chr2,RP11-1193F23.1,TEC,136988323,136990815,HAVANA,+
chr2,UBBP1,processed_pseudogene,137087011,137087483,HAVANA,-
chr2,KNOWN,misc_RNA,137147902,137148239,ENSEMBL,+
chr2,NOVEL,miRNA,137301941,137302050,ENSEMBL,+
chr2,SMC4P1,unprocessed_pseudogene,137302282,137303112,HAVANA,+
chr2,NOVEL,miRNA,137402678,137402762,ENSEMBL,-
chr2,THSD7B,protein_coding,137523115,138435288,HAVANA,+
chr2,RNA5SP105,rRNA_pseudogene,138269668,138269780,ENSEMBL,-
chr2,NOVEL,misc_RNA,138472902,138473011,ENSEMBL,+
chr2,NOVEL,lincRNA,138636324,138683977,HAVANA,-
chr2,HNMT,protein_coding,138721590,138773934,HAVANA,+
chr2,LINC01832,lncRNA,138859448,138864748,HAVANA,+
chr2,RPL15P5,processed_pseudogene,139036144,139036780,HAVANA,+
chr2,YWHAEP5,processed_pseudogene,139045599,139046363,HAVANA,-
chr2,IDI1P1,processed_pseudogene,139064889,139065540,HAVANA,+
chr2,RNF14P1,processed_pseudogene,139169636,139170888,HAVANA,-
chr2,AC097721.2,lncRNA,139175854,139259268,HAVANA,-
chr2,AC114763.1,lncRNA,139228226,139231502,HAVANA,+
chr2,SPOPL,protein_coding,139259340,139331117,HAVANA,+
chr2,AC092620.2,lncRNA,139326660,139332028,HAVANA,+
chr2,RP11-231E19.1,lncRNA,139357233,139359996,HAVANA,-
chr2,LINC02631,lncRNA,139359169,139375039,HAVANA,+
chr2,NXPH2,protein_coding,139426727,139537960,HAVANA,-
chr2,KNOWN,misc_RNA,139621167,139621465,ENSEMBL,-
chr2,YY1P2,processed_pseudogene,139654721,139655668,HAVANA,+
chr2,AHCYP4,processed_pseudogene,139659003,139660317,HAVANA,-
chr2,RP11-432O12.1,lncRNA,139674774,139732576,HAVANA,+
chr2,RP11-197H3.1,lncRNA,140081491,140122153,HAVANA,+
chr2,AC062021.1,lncRNA,140123735,140136717,HAVANA,+
chr2,AC016710.1,lncRNA,140227345,140235317,HAVANA,+
chr2,NOVEL,snoRNA,140268994,140269125,ENSEMBL,+
chr2,MRPS18BP2,processed_pseudogene,140426116,140426874,HAVANA,+
chr2,RPL9P13,processed_pseudogene,140490277,140490851,HAVANA,-
chr2,AC078851.1,lncRNA,140582465,140583446,HAVANA,-
chr2,NOVEL,miRNA,140584261,140584350,ENSEMBL,+
chr2,KNOWN,misc_RNA,140740253,140740553,ENSEMBL,+
chr2,LINC01853,lncRNA,140861152,140889349,HAVANA,-
chr2,MTCO1P44,processed_pseudogene,140974566,140974808,HAVANA,-
chr2,MTND2P19,unprocessed_pseudogene,140975220,140977937,HAVANA,-
chr2,MTND1P27,processed_pseudogene,140978153,140979054,HAVANA,-
chr2,LRP1B,protein_coding,140988992,142888585,HAVANA,-
chr2,COPRSP1,processed_pseudogene,141440929,141441457,HAVANA,-
chr2,LRRC57P1,processed_pseudogene,141655992,141656675,HAVANA,+
chr2,NOVEL,misc_RNA,141750112,141750228,ENSEMBL,+
chr2,KNOWN,snRNA,141924826,141924926,ENSEMBL,-
chr2,RPS16P3,processed_pseudogene,141965651,141965945,HAVANA,-
chr2,NOVEL,miRNA,142396413,142396532,ENSEMBL,+
chr2,NOVEL,miRNA,142754946,142755056,ENSEMBL,+
chr2,AC078882.1,lncRNA,142888747,142895399,HAVANA,-
chr2,NOVEL,miRNA,143070509,143070577,ENSEMBL,-
chr2,UBE2V1P14,processed_pseudogene,143300987,143301544,HAVANA,+
chr2,RRN3P4,processed_pseudogene,143611664,143613567,HAVANA,+
chr2,KYNU,protein_coding,143635226,143813402,HAVANA,+
chr2,SFXN4P1,processed_pseudogene,143704869,143705655,HAVANA,-
chr2,NOVEL,miRNA,143763269,143763360,ENSEMBL,-
chr2,ARHGAP15,protein_coding,143848931,144525921,HAVANA,+
chr2,MTCYBP11,processed_pseudogene,143850625,143851733,HAVANA,-
chr2,MTND6P11,processed_pseudogene,143851802,143852284,HAVANA,+
chr2,MTND5P24,processed_pseudogene,143852358,143854124,HAVANA,-
chr2,MTND4P22,processed_pseudogene,143854408,143855576,HAVANA,-
chr2,MTND4LP12,processed_pseudogene,143855692,143855986,HAVANA,-
chr2,MTND3P9,processed_pseudogene,143856053,143856398,HAVANA,-
chr2,MTCO3P5,processed_pseudogene,143856467,143857502,HAVANA,-
chr2,MTATP6P5,processed_pseudogene,143857505,143858181,HAVANA,-
chr2,MTCO2P5,processed_pseudogene,143858499,143858924,HAVANA,-
chr2,RP11-190J23.1,lncRNA,143919647,143929741,HAVANA,-
chr2,AC096558.1,lncRNA,144052990,144355571,HAVANA,-
chr2,AC079584.3,lncRNA,144359086,144366328,HAVANA,+
chr2,ARHGAP15-AS1,lncRNA,144386702,144413748,HAVANA,-
chr2,RP11-434H14.1,lncRNA,144431884,144498863,HAVANA,-
chr2,CTD-2252P21.1,lncRNA,144523509,144533688,HAVANA,-
chr2,AC079584.2,lncRNA,144557036,144577168,HAVANA,+
chr2,NOVEL,misc_RNA,144654831,144654929,ENSEMBL,+
chr2,AC016910.1,lncRNA,144694640,144721723,HAVANA,+
chr2,GTDC1,protein_coding,144695635,145090135,HAVANA,-
chr2,ZEB2,protein_coding,145121931,145278624,HAVANA,-
chr2,RP11-107E5.4,lncRNA,145202415,145208017,HAVANA,+
chr2,NOVEL,pseudogene,145208235,145208545,ENSEMBL,+
chr2,NOVEL,pseudogene,145218679,145221645,ENSEMBL,-
chr2,RP11-107E5.3,TEC,145251832,145254445,HAVANA,-
chr2,ZEB2-AS1,lncRNA,145275545,145279044,HAVANA,+
chr2,RP11-107E5.5,lncRNA,145281119,145282218,HAVANA,-
chr2,LINC01412,lncRNA,145281479,145337001,HAVANA,+
chr2,TEX41,lncRNA,145423879,146020556,HAVANA,+
chr2,AC023128.1,lncRNA,145445980,145447752,HAVANA,-
chr2,SGCEP1,processed_pseudogene,145512343,145513565,HAVANA,-
chr2,LINC01966,lncRNA,145635301,145639600,HAVANA,-
chr2,AC064865.1,lncRNA,146051845,146089415,HAVANA,-
chr2,NOVEL,snoRNA,146092638,146092740,ENSEMBL,+
chr2,RPL6P5,processed_pseudogene,146094798,146095625,HAVANA,+
chr2,AC092484.1,lncRNA,146326862,146345592,HAVANA,-
chr2,RP11-707K3.1,lncRNA,146330230,146523294,HAVANA,+
chr2,AC079163.1,lncRNA,146358475,146360991,HAVANA,-
chr2,METAP2P1,processed_pseudogene,146583853,146585398,HAVANA,-
chr2,AC062031.1,lncRNA,146629777,146688714,HAVANA,+
chr2,RP11-24J11.1,TEC,146632088,146632413,HAVANA,-
chr2,KNOWN,snRNA,146902724,146902785,ENSEMBL,+
chr2,RPL17P12,processed_pseudogene,146951864,146952389,HAVANA,+
chr2,OTX2P2,processed_pseudogene,147234995,147235681,HAVANA,+
chr2,PABPC1P2,processed_pseudogene,147345074,147346878,HAVANA,+
chr2,RP11-638D14.1,processed_pseudogene,147591069,147591606,HAVANA,-
chr2,LINC01911,lncRNA,147595295,147635788,HAVANA,+
chr2,AC062032.1,lncRNA,147637477,147655786,HAVANA,+
chr2,RP11-279E17.1,lncRNA,147908275,147909615,HAVANA,+
chr2,NOVEL,snoRNA,148081539,148081643,ENSEMBL,+
chr2,KNOWN,snRNA,148165910,148166016,ENSEMBL,+
chr2,NOVEL,miRNA,148224198,148224282,ENSEMBL,-
chr2,NOVEL,misc_RNA,148229701,148229811,ENSEMBL,-
chr2,KNOWN,snRNA,148253006,148253108,ENSEMBL,-
chr2,RNA5SP106,rRNA_pseudogene,148471024,148471123,ENSEMBL,-
chr2,AC009480.4,processed_pseudogene,148567915,148568346,HAVANA,+
chr2,ACVR2A,protein_coding,148602086,148688395,HAVANA,+
chr2,KNOWN,snRNA,148634991,148635097,ENSEMBL,+
chr2,AC009480.3,lncRNA,148656970,148660525,HAVANA,-
chr2,ORC4,protein_coding,148687965,148779173,HAVANA,-
chr2,NOVEL,miRNA,148698549,148698640,ENSEMBL,-
chr2,MBD5,protein_coding,148778580,149274540,HAVANA,+
chr2,RP11-567F11.1,TEC,148801949,148802463,HAVANA,+
chr2,RP11-567F11.2,TEC,148819723,148820146,HAVANA,+
chr2,NOVEL,snoRNA,149018143,149018277,ENSEMBL,-
chr2,USP12P2,processed_pseudogene,149053225,149054248,HAVANA,-
chr2,RPS29P8,processed_pseudogene,149352727,149352897,HAVANA,+
chr2,EPC2,protein_coding,149402009,149545138,HAVANA,+
chr2,KNOWN,snRNA,149583260,149583404,ENSEMBL,-
chr2,UBBP3,processed_pseudogene,149621133,149621373,HAVANA,-
chr2,KIF5C-AS1,lncRNA,149624039,149646392,HAVANA,-
chr2,RPS20P13,processed_pseudogene,149627593,149627950,HAVANA,-
chr2,USP8P2,processed_pseudogene,149629822,149630366,HAVANA,-
chr2,KNOWN,protein_coding,149632819,149883273,HAVANA,+
chr2,NOVEL,miRNA,149649447,149649513,ENSEMBL,+
chr2,RP11-1415G13.1,lncRNA,149666975,149684823,HAVANA,-
chr2,LYPD6B,protein_coding,149894621,150071776,HAVANA,+
chr2,TXNP5,processed_pseudogene,149925110,149925424,HAVANA,-
chr2,RP11-343B21.1,lncRNA,150027075,150041084,HAVANA,-
chr2,FAM8A3P,processed_pseudogene,150177107,150177950,HAVANA,+
chr2,LYPD6,protein_coding,150186499,150330652,HAVANA,+
chr2,RPL17P13,processed_pseudogene,150296411,150296941,HAVANA,+
chr2,MMADHC,protein_coding,150426151,150444292,HAVANA,-
chr2,MMADHC-DT,lncRNA,150443710,150903961,HAVANA,+
chr2,KNOWN,snRNA,150467182,150467288,ENSEMBL,-
chr2,LINC01931,lncRNA,150602162,150715705,HAVANA,-
chr2,RP11-62P16.1,lncRNA,151007147,151022780,HAVANA,-
chr2,LINC01818,lncRNA,151025988,151212974,HAVANA,+
chr2,LINC01817,lncRNA,151091406,151113521,HAVANA,-
chr2,RND3,protein_coding,151324709,151395525,HAVANA,-
chr2,LINC01920,lncRNA,151409046,151428735,HAVANA,-
chr2,AC104777.3,lncRNA,151422648,151424594,HAVANA,+
chr2,AC104777.1,lncRNA,151451616,151476581,HAVANA,-
chr2,LINC02612,lncRNA,151468895,151492332,HAVANA,+
chr2,AC023469.2,lncRNA,151839020,151859988,HAVANA,+
chr2,AC023469.1,lncRNA,151857734,151905288,HAVANA,-
chr2,AC018731.3,lncRNA,151971325,152042723,HAVANA,-
chr2,FABP5P10,processed_pseudogene,152042702,152043109,HAVANA,+
chr2,RBM43,protein_coding,152104454,152118377,HAVANA,-
chr2,NMI,protein_coding,152126984,152146408,HAVANA,-
chr2,TNFAIP6,protein_coding,152214106,152236560,HAVANA,+
chr2,KNOWN,miRNA,152224848,152224925,ENSEMBL,+
chr2,KNOWN,misc_RNA,152228517,152228798,ENSEMBL,+
chr2,RIF1,protein_coding,152266397,152364527,HAVANA,+
chr2,NEB,protein_coding,152341850,152591001,HAVANA,-
chr2,ARL5A,protein_coding,152645498,152685006,HAVANA,-
chr2,CTD-2021K4.2,lncRNA,152653202,152655202,HAVANA,+
chr2,CTD-2021K4.1,protein_coding,152659165,152830463,HAVANA,-
chr2,CACNB4,protein_coding,152689285,152955681,HAVANA,-
chr2,AC079790.2,lncRNA,152954842,152965716,HAVANA,+
chr2,STAM2,protein_coding,152973315,153032277,HAVANA,-
chr2,RPL30P2,processed_pseudogene,152988069,152988359,HAVANA,+
chr2,RP11-352J13.1,lncRNA,153032534,153081725,HAVANA,+
chr2,NOVEL,misc_RNA,153140864,153140974,ENSEMBL,-
chr2,FMNL2,protein_coding,153191688,153506340,HAVANA,+
chr2,NUDCP1,processed_pseudogene,153246451,153247144,HAVANA,+
chr2,RP11-173H9.2,lncRNA,153306676,153309405,HAVANA,-
chr2,RP11-17G11.1,processed_pseudogene,153395711,153395941,HAVANA,-
chr2,RP11-17G11.2,lncRNA,153491782,153497789,HAVANA,-
chr2,PRPF40A,protein_coding,153508107,153574511,HAVANA,-
chr2,ARL6IP6,protein_coding,153574407,153618910,HAVANA,+
chr2,AC009969.1,processed_pseudogene,153707167,153707338,HAVANA,-
chr2,UBQLN4P2,processed_pseudogene,153733334,153734281,HAVANA,+
chr2,ATP5PBP4,processed_pseudogene,154015452,154016197,HAVANA,+
chr2,AC011901.2,lncRNA,154024913,154058276,HAVANA,-
chr2,AC079150.2,processed_pseudogene,154064600,154064677,HAVANA,-
chr2,LINC01850,lncRNA,154194219,154213936,HAVANA,+
chr2,RPL23AP29,processed_pseudogene,154227126,154227578,HAVANA,+
chr2,TUBAP13,transcribed_processed_pseudogene,154277191,154278471,HAVANA,-
chr2,AC012501.2,lncRNA,154278130,154449801,HAVANA,-
chr2,NOVEL,snoRNA,154303327,154303397,ENSEMBL,-
chr2,RPRM,protein_coding,154333852,154335276,HAVANA,-
chr2,DNAJA1P2,processed_pseudogene,154617963,154619159,HAVANA,-
chr2,GALNT13,protein_coding,154728435,155310491,HAVANA,+
chr2,NOVEL,miRNA,155002618,155002720,ENSEMBL,-
chr2,NOVEL,miRNA,155088231,155088342,ENSEMBL,+
chr2,PHBP4,processed_pseudogene,155143102,155143938,HAVANA,+
chr2,AC009227.2,lncRNA,155292365,155313950,HAVANA,-
chr2,AC009227.3,lncRNA,155316369,155317332,HAVANA,+
chr2,RNA5SP107,rRNA_pseudogene,155446919,155447040,ENSEMBL,+
chr2,AC061961.2,lncRNA,155544808,155554329,HAVANA,-
chr2,KCNJ3,protein_coding,155554367,155714866,HAVANA,+
chr2,CBX3P6,processed_pseudogene,155797053,155797579,HAVANA,-
chr2,AC092625.1,lncRNA,155820820,155825613,HAVANA,-
chr2,KNOWN,snRNA,155945951,155946050,ENSEMBL,-
chr2,MTCO1P45,processed_pseudogene,156119970,156120236,HAVANA,-
chr2,MTND2P20,processed_pseudogene,156120675,156121335,HAVANA,-
chr2,ATP5F1AP2,transcribed_processed_pseudogene,156126145,156126646,HAVANA,+
chr2,MTND4P28,processed_pseudogene,156167535,156167921,HAVANA,+
chr2,MTND5P30,processed_pseudogene,156168209,156169939,HAVANA,+
chr2,MTND6P9,processed_pseudogene,156169952,156170470,HAVANA,-
chr2,MTCYBP9,processed_pseudogene,156170578,156170880,HAVANA,+
chr2,KNOWN,snRNA,156186933,156187039,ENSEMBL,+
chr2,RP11-81F8.1,lncRNA,156381936,156521180,HAVANA,+
chr2,LINC01876,lncRNA,156868042,157111462,HAVANA,-
chr2,HEBP2P1,processed_pseudogene,156889759,156890592,HAVANA,-
chr2,RP11-605B16.1,lncRNA,157161620,157176767,HAVANA,-
chr2,NR4A2,protein_coding,157180949,157198860,HAVANA,-
chr2,NOVEL,snoRNA,157266656,157266758,ENSEMBL,-
chr2,NOVEL,snoRNA,157278707,157278811,ENSEMBL,+
chr2,GPD2,protein_coding,157291802,157470247,HAVANA,+
chr2,NOVEL,protein_coding,157352597,157352655,ENSEMBL,-
chr2,LINC01958,lncRNA,157511736,157552171,HAVANA,+
chr2,RPLP0P7,processed_pseudogene,157634218,157634884,HAVANA,-
chr2,RP11-744G10.1,lncRNA,157645243,157722213,HAVANA,+
chr2,RP11-744G10.2,lncRNA,157659851,157747672,HAVANA,+
chr2,NOVEL,miRNA,157871684,157871769,ENSEMBL,-
chr2,RP11-374N13.1,lncRNA,157890349,157906228,HAVANA,+
chr2,CDK7P1,processed_pseudogene,158067359,158068051,HAVANA,-
chr2,GALNT5,protein_coding,158114217,158175003,HAVANA,+
chr2,KNOWN,misc_RNA,158155319,158155670,ENSEMBL,-
chr2,ERMN,protein_coding,158175143,158184225,HAVANA,-
chr2,FAM133DP,processed_pseudogene,158236236,158236926,HAVANA,-
chr2,CYTIP,protein_coding,158271131,158345473,HAVANA,-
chr2,NOVEL,miRNA,158298062,158298151,ENSEMBL,+
chr2,ACVR1C,protein_coding,158383279,158485376,HAVANA,-
chr2,AC019186.1,lncRNA,158582220,158592517,HAVANA,-
chr2,ACVR1,protein_coding,158592763,158732842,HAVANA,-
chr2,NOVEL,miRNA,158711782,158711858,ENSEMBL,-
chr2,UPP2,protein_coding,158733214,158992666,HAVANA,+
chr2,RP11-546J1.1,lncRNA,158734195,158735077,HAVANA,+
chr2,KNOWN,snRNA,158769284,158769397,ENSEMBL,+
chr2,RP11-1152H14.1,lncRNA,158774224,158774883,HAVANA,+
chr2,MTA3P1,processed_pseudogene,158817922,158819400,HAVANA,-
chr2,KNOWN,snRNA,158842301,158842406,ENSEMBL,-
chr2,PTP4A1P1,processed_pseudogene,158922057,158922571,HAVANA,+
chr2,UPP2-IT1,lncRNA,158984469,158990500,HAVANA,+
chr2,CCDC148-AS1,lncRNA,159023162,159092681,HAVANA,+
chr2,CCDC148,protein_coding,159027585,159313265,HAVANA,-
chr2,HNRNPDLP2,unprocessed_pseudogene,159276467,159281815,HAVANA,+
chr2,KNOWN,misc_RNA,159303676,159303973,ENSEMBL,-
chr2,PKP4,protein_coding,159313464,159539391,HAVANA,+
chr2,NOVEL,snoRNA,159390712,159390796,ENSEMBL,+
chr2,RPL7AP22,processed_pseudogene,159404937,159405736,HAVANA,+
chr2,PKP4-AS1,lncRNA,159514849,159591514,HAVANA,-
chr2,AC005042.5,lncRNA,159542415,159610287,HAVANA,+
chr2,AC005042.3,processed_pseudogene,159559799,159559972,HAVANA,+
chr2,DAPL1,protein_coding,159651829,159719293,HAVANA,+
chr2,RP11-12I17.1,lncRNA,159704131,159726905,HAVANA,-
chr2,OR7E89P,transcribed_unprocessed_pseudogene,159710267,159711088,HAVANA,+
chr2,OR7E28P,transcribed_unprocessed_pseudogene,159718823,159719797,HAVANA,+
chr2,OR7E90P,unprocessed_pseudogene,159731154,159732182,HAVANA,+
chr2,KNOWN,snRNA,159792310,159792497,ENSEMBL,-
chr2,TANC1,protein_coding,159825152,160089170,HAVANA,+
chr2,BTF3L4P2,processed_pseudogene,159860487,159860832,HAVANA,+
chr2,KNOWN,snRNA,159883548,159883654,ENSEMBL,-
chr2,GSTM3P2,processed_pseudogene,159912517,159913371,HAVANA,-
chr2,WDSUB1,protein_coding,160092309,160143214,HAVANA,-
chr2,BAZ2B,protein_coding,160175490,160473080,HAVANA,-
chr2,AC008277.1,lncRNA,160242878,160261147,HAVANA,+
chr2,RP11-311B14.1,processed_pseudogene,160300628,160301424,HAVANA,+
chr2,CAPZA1P2,processed_pseudogene,160318928,160319767,HAVANA,-
chr2,NOVEL,misc_RNA,160392755,160392857,ENSEMBL,-
chr2,AC009506.1,lncRNA,160471807,160473593,HAVANA,+
chr2,AC009961.3,lncRNA,160527219,160568946,HAVANA,-
chr2,RPS3AP13,processed_pseudogene,160545728,160546802,HAVANA,-
chr2,MARCHF7,protein_coding,160568968,160627538,HAVANA,+
chr2,CD302,protein_coding,160625139,160654766,HAVANA,-
chr2,LY75-CD302,protein_coding,160628362,160761221,HAVANA,-
chr2,RP11-357L2.2,lncRNA,160653799,160654554,HAVANA,-
chr2,LY75,protein_coding,160659866,160761267,HAVANA,-
chr2,AC009961.5,processed_pseudogene,160668745,160670520,HAVANA,-
chr2,PLA2R1,protein_coding,160788517,160919126,HAVANA,-
chr2,ITGB6,protein_coding,160956178,161056824,HAVANA,-
chr2,RP11-813C7.1,lncRNA,160998492,161128399,HAVANA,-
chr2,LINC02478,lncRNA,161114229,161128391,HAVANA,-
chr2,RBMS1,protein_coding,161128662,161350318,HAVANA,-
chr2,KNOWN,misc_RNA,161253340,161253479,ENSEMBL,-
chr2,KNOWN,miRNA,161264321,161264393,ENSEMBL,-
chr2,RP11-20F18.1,TEC,161705824,161707187,HAVANA,-
chr2,KNOWN,misc_RNA,161734058,161734359,ENSEMBL,+
chr2,AC009313.2,processed_pseudogene,161905117,161907057,HAVANA,-
chr2,TANK-AS1,lncRNA,161952742,162016735,HAVANA,-
chr2,TANK,protein_coding,161993419,162092741,HAVANA,+
chr2,AC009299.2,lncRNA,162079296,162164900,HAVANA,-
chr2,LINC01806,lncRNA,162101241,162105561,HAVANA,+
chr2,AC009299.4,processed_pseudogene,162138413,162139129,HAVANA,+
chr2,PSMD14,protein_coding,162164936,162268228,HAVANA,+
chr2,MXRA7P1,processed_pseudogene,162197327,162197837,HAVANA,-
chr2,NOVEL,miRNA,162206728,162206871,ENSEMBL,-
chr2,RNA5SP108,rRNA_pseudogene,162266065,162266181,ENSEMBL,+
chr2,TBR1,protein_coding,162272808,162282381,HAVANA,+
chr2,AC009487.4,lncRNA,162279170,162280088,HAVANA,-
chr2,AC009487.5,lncRNA,162280526,162285285,HAVANA,+
chr2,SLC4A10,protein_coding,162280843,162841792,HAVANA,+
chr2,RP11-334E15.1,TEC,162290385,162293969,HAVANA,+
chr2,AHCTF1P1,processed_pseudogene,162357396,162364216,HAVANA,-
chr2,NOVEL,snoRNA,162415054,162415156,ENSEMBL,+
chr2,AC062022.1,processed_pseudogene,162425012,162426695,HAVANA,-
chr2,RP11-220I15.1,lncRNA,162433702,162482262,HAVANA,-
chr2,KRT18P46,processed_pseudogene,162436582,162437860,HAVANA,+
chr2,NOVEL,miRNA,162775292,162775376,ENSEMBL,+
chr2,RPEP5,processed_pseudogene,162787709,162787976,HAVANA,-
chr2,DPP4,protein_coding,162848755,162930904,HAVANA,-
chr2,DPP4-DT,lncRNA,162929766,162934421,HAVANA,+
chr2,TIMM8AP1,processed_pseudogene,162933867,162934161,HAVANA,-
chr2,EIF3EP2,processed_pseudogene,162944769,162946582,HAVANA,+
chr2,AC008063.3,lncRNA,162948742,162951542,HAVANA,+
chr2,GCG,protein_coding,162999392,163008914,HAVANA,-
chr2,AC007750.5,lncRNA,163016272,163029733,HAVANA,+
chr2,FAP,protein_coding,163027194,163101661,HAVANA,-
chr2,IFIH1,protein_coding,163123584,163175194,HAVANA,-
chr2,GCA,protein_coding,163175350,163228105,HAVANA,+
chr2,KCNH7,protein_coding,163227917,163695277,HAVANA,-
chr2,RNA5SP109,rRNA_pseudogene,163353446,163353561,ENSEMBL,+
chr2,KCNH7-AS1,lncRNA,163625446,163654482,HAVANA,+
chr2,RPL7P61,processed_pseudogene,164008761,164009817,HAVANA,-
chr2,KNOWN,snRNA,164145505,164145606,ENSEMBL,+
chr2,FIGN,protein_coding,164449906,164592522,HAVANA,-
chr2,AC092684.1,lncRNA,164600423,165208733,HAVANA,-
chr2,PRPS1P1,processed_pseudogene,165070049,165070924,HAVANA,+
